colorIdentity,convertedManaCost,coloredManaCost,power,toughness,rarity,types,uuid,text,releaseDate
G,3,1,2,2,common,basilisk,ab7ef3d0-82f5-59f2-99c3-f37b057c9dcf,deathtouch,7/13/2018
G,4,1,2,4,common,spider,43339ee9-4e00-5e14-8cf9-7571df93a62d,reach,7/13/2018
G,5,5,10,10,rare,dinosaur,ef1f8e94-3ec2-5278-8023-a339f7a2fd9d,,7/13/2018
G,2,1,2,2,common,elf scout,f271e2e6-b77f-5a67-94f6-dc1c4a7392ef,vigilance,7/13/2018
G,5,1,4,5,common,wolf,fcfa637b-eb8a-5d81-9397-fdb6572de019,,7/13/2018
G,5,2,5,5,uncommon,beast,ed739907-2e56-56ff-9086-959bd801223b,vigilance,7/13/2018
G,1,1,0,3,common,plant wall,c0d24bd8-f776-5f36-bab0-a78f9cd028ea,defender reach,7/13/2018
X,2,0,2,1,common,scarecrow artifact,2f004bc8-a9b2-5242-9938-4988f97428cb,,7/13/2018
W,2,2,2,2,common,griffin,da71714d-726a-5023-9276-689b3ff064ec,flying,7/13/2018
W,2,1,2,2,common,human soldier,1cae284a-cf71-5705-af66-671db364be00,vigilance,7/13/2018
U,5,2,4,4,uncommon,elemental,4d0fff67-d6dd-54a5-b261-424da0b7789a,flying,7/13/2018
W,2,1,1,3,common,human cleric,e6c49af5-d688-5952-90ec-371baa1d892a,lifelink,7/12/2019
W,2,1,1,1,uncommon,human soldier,4c515a98-2f75-5fb7-befb-0a9591c6ff3d,doublestrike,7/12/2019
W,3,1,1,3,common,griffin,a5774e77-7412-5a43-b046-470d04803771,flying vigilance,7/12/2019
W,1,1,0,4,common,ox,c4eeba01-481b-5fb6-bee2-b6a6e2a87241,,7/12/2019
U,5,2,4,4,uncommon,elemental,7e3da5ec-3e56-5fc1-a2b5-f28fc7c9c4bf,flying,7/12/2019
U,4,1,1,6,common,crab,debd6eab-fddf-53a6-b433-76ec70561213,,7/12/2019
U,2,1,3,3,common,fish,64ceb3ee-315f-56fc-9ea6-b9f3f2d3a2ef,defender,7/12/2019
B,3,1,3,2,common,vampire,acd3c80f-9dc7-51fa-802d-8fc2d156cdde,,7/12/2019
B,6,1,5,5,common,thrull,0b4881f0-a9af-58db-9a41-ea4bef5432b7,deathtouch,7/12/2019
B,1,1,1,1,uncommon,vampire,32fbf642-6864-561f-bddf-4495208af5a7,deathtouch lifelink,7/12/2019
R,5,2,5,4,common,elemental,88287869-a854-5d17-96ab-4342c5274ddb,,7/12/2019
R,6,2,6,5,common,dinosaur,1a7c2e29-523e-54d8-a5e3-9125e83d3f2c,menace,7/12/2019
G,3,1,3,3,common,centaur warrior,2bd5a3f6-e330-57c1-b492-f7153ea6716f,,7/12/2019
G,2,1,2,2,common,elf scout,ef861263-5fb8-57b2-b39c-cabd4426177b,vigilance,7/12/2019
G,5,1,3,5,common,spider,82041177-5a26-584a-a882-cbb61c19357a,reach,7/12/2019
G,1,1,1,1,common,scorpion,21b477cf-6113-57b9-b319-fd684b89de73,deathtouch,7/12/2019
G,6,2,7,7,common,elemental horror,4dc8ad93-2ba1-5417-b4c6-77f93293c1b3,,7/12/2019
R;U,2,2,2,2,uncommon,elemental wizard,268366a8-3059-5b36-b760-19db02808090,flying haste,7/12/2019
X,4,0,2,1,common,bird artifact,0ef14e6a-3853-5146-8f96-46b34af0fa0d,flying firststrike,7/12/2019
X,5,0,4,4,common,golem artifact,f5404ea9-21e9-5b58-abe3-11de6f13c482,,7/12/2019
W,3,1,3,2,common,dwarf soldier,5c57289c-2c3d-53f8-bf05-be120458c3e0,,7/12/2019
W,2,1,1,3,common,pegasus,1c033da6-da7b-5560-8066-120876f1604f,flying,7/12/2019
W,4,1,1,5,common,human knight,9f78ffca-f760-5f31-b744-915922165e16,,7/12/2019
W,4,1,2,5,common,beast,e47ab002-1e17-5894-bddd-274d7fbe3e1f,,7/12/2019
W,2,1,3,1,common,cat,fcc224b4-f27e-56da-9b4a-131b52243f06,,7/12/2019
W,5,1,3,5,common,elephant,72e54935-48e8-50dc-820e-5841a9d22a8f,,7/12/2019
U,2,1,2,1,common,merfolk,840dc5c0-a0fb-56e6-b498-fce4c8daa011,,7/12/2019
U,4,1,3,2,common,drake,5a08acdf-9102-557e-9efa-675302dd4c2d,flying,7/12/2019
B,4,1,3,1,common,bat,2f9156cc-67e0-5512-8370-041654ccaf1f,flying,7/12/2019
B,6,2,6,5,common,beast,5b41762a-7993-5a12-92bc-6760b8709b0c,,7/12/2019
B,2,1,2,2,common,zombie,77480c7c-d076-5c3f-b0f9-79d17d40d7a3,,7/12/2019
R,3,1,3,2,common,human warrior,e0675984-33ac-560e-a95f-581e7d32be40,,7/12/2019
R,2,1,2,2,common,goblin warrior,4d7737fc-3e0e-58a4-8935-98eef2594c64,,7/12/2019
R,4,1,3,3,common,minotaur,a69968a6-8ee2-5bad-a338-814d25184465,haste,7/12/2019
R,3,1,2,3,common,goblin,bcd69a94-54b5-54d4-a6aa-d2389a134c64,reach,7/12/2019
R,6,2,4,4,uncommon,dragon,899a3f69-1528-594a-8003-a5284a6549b2,flying haste,7/12/2019
G,2,1,1,3,common,spider,67a00222-d84e-59f9-ab75-9d3b62a9f589,reach,7/12/2019
W,2,1,2,2,common,dog,3e14f46a-b9a6-518b-9160-f88b40ad409c,vigilance,7/3/2020
W,2,1,1,3,common,pegasus,fb0c0b23-7afe-55f8-ab67-54a325c7e5bb,flying,7/3/2020
W,1,1,1,3,common,dwarf soldier,6ab09c61-4fe7-5446-8447-c2a59ad60d83,,7/3/2020
U,3,1,2,2,common,siren,203022a6-c681-56c0-a248-0648b5ece15c,flying prowess,7/3/2020
U,4,1,2,5,common,crab,b34d5609-be96-5dc9-ad32-7ba22ec72c21,,7/3/2020
B,5,1,4,3,common,vampire,bdf689f5-3561-57e7-abdc-6cdc07091814,lifelink,7/3/2020
B,2,1,2,2,common,zombie,b14d7137-24df-5eb3-b127-22243e197cc5,,7/3/2020
R,3,1,4,2,common,ogre warrior,962dc950-12c1-598b-8d0d-156b04c598db,,7/3/2020
G,6,2,6,6,common,dinosaur,efa86053-3a6f-592b-b713-94ddf4e15746,trample,7/3/2020
G,5,1,7,3,common,beast,a10128ac-1a69-5f49-9711-1e76cb969589,,7/3/2020
G,5,1,7,3,common,beast,9febf0f0-0876-592c-b850-4218cb6cf4b2,,7/3/2020
G,3,1,4,2,common,centaur scout,19a596b1-90f7-5f7c-963f-62faa5ddb99f,trample,7/3/2020
X,8,0,8,9,common,eldrazi,f9f6fdce-be8f-56aa-8381-5fda9510b4de,trample,11/7/2019
W,3,1,1,4,common,human soldier ally,0d5a04c7-8749-5a23-a31c-d7c0467af47b,vigilance,11/7/2019
W,7,2,5,5,uncommon,angel,14b7897e-ea12-549d-8239-e672b69629fb,flying vigilance,11/7/2019
W,4,1,3,2,common,bird soldier,0aa44492-2fda-58b2-9370-27135ff2827d,flying,11/7/2019
W,3,1,3,1,common,human soldier,dd0bc983-6a9d-5668-8eeb-4ebfb1d4d94a,mentor,11/7/2019
W,4,1,3,2,common,dog warrior,3e5fa279-7674-5c50-bdcc-e4f9752e9346,lifelink,11/7/2019
W,2,1,3,1,common,fox,b8a925fd-4d9a-5c8f-9767-0ed64112039b,,11/7/2019
W,3,1,2,2,common,human monk,1cc96876-d443-58cf-976a-6608e87d0d5d,vigilance prowess,11/7/2019
W,1,1,1,3,common,human monk,8f8bca0b-915b-5409-8742-9bbfe12bddaa,defender firststrike,11/7/2019
W,3,2,2,3,common,vampire soldier,e2ad0c0e-4466-5bf3-9ed2-707600a6a13a,flying,11/7/2019
W,5,1,3,4,common,human knight,c3b20dab-190f-5740-8edd-bc5cb8802a32,lifelink,11/7/2019
W,2,1,1,1,common,human soldier,d3e9cb52-987b-5c08-86e3-ade183e0336f,doublestrike,11/7/2019
W,3,2,3,1,common,spirit,69b901d0-8619-5c69-a816-3f1c10dff41b,flying,11/7/2019
W,3,1,2,2,common,dwarf artificer,0de16358-d083-5973-80fb-dcbcdd3a1287,fabricate1,11/7/2019
W,5,1,3,5,common,beast,cbcea97f-2940-59d6-b432-eb39a83b4a17,,11/7/2019
W,1,1,1,1,common,bird,abcf8418-ca8b-5ec8-b0d0-87ac30bc13d6,flying lifelink,11/7/2019
W,6,2,3,7,common,human knight,bb59cdde-51c4-5433-b380-4034b3b38733,vigilance,11/7/2019
W,4,1,1,7,common,dinosaur,88bedfad-8fa9-5678-892f-1c161d692bae,,11/7/2019
W,5,1,3,4,common,elephant soldier,f42d5e33-e48c-5184-b90c-53be90cde92c,battlecry,11/7/2019
W,2,1,3,1,common,cat warrior,21322613-cbe4-5a7c-a878-87ff4abc06cf,,11/7/2019
W,2,1,3,1,common,cat,1ec6da0f-6e5f-502d-b94a-b2f044bbc9d9,,11/7/2019
W,2,1,3,1,common,dinosaur,816b10f0-58e0-5925-b958-8882a49b75eb,,11/7/2019
W,1,1,2,1,common,cat,0403cdcd-b685-5d76-83a0-664511579348,,11/7/2019
W,7,2,4,4,uncommon,angel,9118000f-eab5-5c2b-8395-c461d6dadb6b,flying indestructible,11/7/2019
W,5,1,3,4,common,dinosaur,384ddf57-36d2-5dde-b4a5-34063bf57236,flying,11/7/2019
W,3,2,1,1,common,cat knight,76944827-0fa6-56fa-87fa-b40b31185f79,flying doublestrike,11/7/2019
W,5,2,2,2,common,human soldier,4db7fc87-e41d-5d55-8330-aba25d251898,flying doublestrike,11/7/2019
W,3,1,1,3,common,bird soldier,93452fc6-4b4a-516a-a284-e023f0ac1d7c,flying renown1,11/7/2019
W,2,1,2,2,common,human soldier,47338d9a-631a-5d1b-8776-cd684592bc1b,vigilance renown1,11/7/2019
W,3,1,2,2,common,griffin,a6de23ff-9692-572e-990f-1244d61f1702,flying,11/7/2019
W,2,1,2,1,common,human knight,bdbe0152-1116-5328-a1ce-c47ba726f6df,firststrike,11/7/2019
U,6,1,4,4,common,vedalken artificer,57b8564b-50fd-5dea-8ba2-ba346a4b9db6,improvise hexproof,11/7/2019
U,6,1,4,5,common,giant,7aea9e84-30a1-5cf3-9f1c-4d7b5eef9338,hexproof,11/7/2019
U,2,1,2,1,common,vedalken,a824d3b4-80cf-5d48-ba08-7faed732a434,,11/7/2019
U,5,1,3,3,common,faerie rogue,87d815e1-52f6-5551-b36f-f20fe3abb658,flash flying,11/7/2019
U,5,1,2,5,common,homunculus,f8bd9f02-be7a-58bb-ad68-3b4464854af5,hexproof,11/7/2019
U,6,2,5,6,uncommon,djinn,6ad58ba9-9bf8-55f9-8e99-e23a26e7720b,flying,11/7/2019
U,3,1,2,1,common,spirit,da54c455-7ffd-5d2f-9ff1-f19c05d1d464,flying prowess,11/7/2019
U,5,2,3,3,common,bird,96ccd485-6c31-52af-a8ae-ebeb08c99dff,flying prowess,11/7/2019
U,6,1,4,5,common,djinn monk,d83d2f42-9c5c-51fe-b579-f9f29b9de0c9,flying prowess,11/7/2019
U,4,1,1,5,common,spirit,95759c06-a635-5a9f-876e-e698b366f575,flying,11/7/2019
U,4,1,3,2,common,drake,7a610c43-afa2-5061-858a-bf5fcbdc0e40,flying,11/7/2019
U,5,1,3,3,common,drake,1374274b-1770-5086-84de-8b498780dfeb,flash flying,11/7/2019
U,3,1,2,2,common,drake,7459da95-3fa6-5101-8686-72f1c7b61e24,flying,11/7/2019
U,6,2,4,3,uncommon,human artificer,92342bda-be97-5e7a-aead-0ba07aa612c5,improvise flying,11/7/2019
U,5,1,3,3,common,merfolk wizard,d90fe02f-2671-5609-a7cd-8931a96457b2,flash flying,11/7/2019
U,4,1,2,5,common,crab,43d5dba9-3981-5ebd-9038-ac3dee00167b,,11/7/2019
B,4,1,3,2,common,spirit,594dd7c4-37c1-5243-84c7-e2ebd0ce6e44,intimidate,11/7/2019
B,3,1,2,3,common,aetherborn rogue,4b64e7b4-c73a-5b63-87f6-21f1769649bf,menace,11/7/2019
B,5,1,4,3,common,aetherborn artificer,ef6d3eb2-401f-55b1-89b4-7421b27ec29e,fabricate1,11/7/2019
B,4,1,3,1,common,bat,2000e95f-07b2-51b5-a037-ad29c3874cf5,flying,11/7/2019
B,5,1,3,7,common,crocodile,ae6b707a-df78-539c-a66a-8ef1c91eb6f9,,11/7/2019
B,5,1,2,6,common,slug,aeae532d-1b58-54cd-9380-c81fd8405ed3,,11/7/2019
B,2,1,2,1,common,vampire,2ed5e263-f4d4-5338-8169-0d0048a2066e,lifelink,11/7/2019
B,3,1,3,2,common,zombie minotaur,997eecb8-f4db-5456-ab74-f025944a162d,menace,11/7/2019
B,3,1,2,3,common,zombie,000db6b3-18f7-5108-8834-0d1f01d79c60,unleash,11/7/2019
B,2,1,1,4,common,insect,f1804c0f-0db5-5ab2-a6d8-fc73b9d26f82,,11/7/2019
B,3,1,1,3,common,spirit,a2256243-0364-5ae8-a61e-fb743aa76bb0,skulk lifelink,11/7/2019
B,6,1,5,5,common,thrull,9461dc29-efb7-5af3-af87-c3b9881b3fc0,deathtouch,11/7/2019
B,2,2,2,3,uncommon,aetherborn vampire,e32a029d-d341-520e-82bd-1b32de7abd6f,deathtouch lifelink,11/7/2019
B,7,1,5,5,common,zombie fish,0dc2a325-8624-5879-838a-7bf8786ba884,delve,11/7/2019
B,3,1,3,2,common,human assassin,d54a83bc-c137-5f91-a42e-371662eb2d3c,flash,11/7/2019
B,5,1,5,4,common,zombie hippo,b8595148-a289-5fd2-9534-582c8c1ee717,,11/7/2019
B,4,1,3,4,common,aetherborn warrior,f3069146-a60f-5540-bc18-107f9098bfce,,11/7/2019
B,3,1,1,2,common,drake,6c71d96d-ff7a-5755-a203-ff778ea754f0,flying unleash,11/7/2019
B,5,2,5,3,common,demon,49cdcb49-e40c-5a16-ac46-79e10d399f4e,,11/7/2019
B,5,1,3,4,common,horror,a189351c-1145-56a3-82aa-e42bc3452a2d,lifelink,11/7/2019
B,8,1,3,5,common,zombie,fce4a858-e250-5ca9-8748-17329aab23e5,delve deathtouch,11/7/2019
B,1,1,1,1,common,rat,d7752c22-54cf-59ca-8287-3b923f2369b1,deathtouch,11/7/2019
B,4,1,3,3,common,vampire soldier,9c38f383-2da3-5f7a-8173-a0f37ebf777a,deathtouch,11/7/2019
B,3,2,2,3,uncommon,vampire shaman,7114238e-f66a-5fe0-be85-4d269db8c914,flying deathtouch lifelink,11/7/2019
B,2,1,2,2,common,zombie,7b548dd9-8a41-5256-bc7f-6cee7e280f82,,11/7/2019
B,5,1,9,3,uncommon,frog spirit legendary,9bc20a8c-5e9c-55f6-879c-8f8fc7e2a50a,,11/7/2019
R,3,1,2,2,common,human soldier,ffa96917-2df4-5c47-9c0c-0cfd52553d0c,firststrike renown1,11/7/2019
R,5,1,4,2,common,minotaur soldier,a6bd14a4-510d-592c-a1d2-54b832ea4343,haste mentor,11/7/2019
R,3,1,3,1,common,efreet monk,a0615674-1fee-52c6-b44b-e65e91f81a94,prowess,11/7/2019
R,3,1,2,2,common,ogre warrior,26d4aff1-6750-50de-9be6-a9c6497a8a3b,bloodthirst1 firststrike,11/7/2019
R,3,1,3,2,common,goblin warrior,096d1fc0-d246-575b-a962-cc177cb53057,menace,11/7/2019
R,8,2,6,6,rare,dragon,8a2d9c50-6258-5577-9d06-52ebe55d958c,flying haste,11/7/2019
R,5,1,5,5,uncommon,dinosaur,de44688c-f79a-57bd-a237-460158f26194,trample haste,11/7/2019
R,4,1,5,2,common,elemental,19594a58-b25d-5912-ad0c-89fa9d05fc83,,11/7/2019
R,5,2,4,5,common,elemental,48d72116-ef1f-5f3e-8d15-60659f55ad3d,,11/7/2019
R,2,1,2,2,common,vampire,8f9d776f-92c9-50cb-af0e-b72ce02f3eec,,11/7/2019
R,5,2,5,4,common,elemental,4eec50a8-90eb-562c-85a8-4a5bd61d9394,,11/7/2019
R,3,1,4,2,common,dinosaur,3742618d-ff20-5f60-ade9-4a78336ff01d,,11/7/2019
R,3,1,3,2,common,goblin knight,b1335cb9-45cc-5dce-ad6b-b0862ace0db1,,11/7/2019
R,4,2,3,3,common,minotaur warrior,d19a86ba-fbd0-5bbb-9a5b-7e5839284e4a,bloodthirst2,11/7/2019
R,3,1,4,1,common,boar,e06d0745-5540-5e64-b531-dfd4f1825d32,,11/7/2019
R,4,1,5,2,common,devil,3d8d96a2-3d9c-5446-a48f-3a60bfd38073,,11/7/2019
R,4,2,3,4,common,hyena,84c27f46-44ef-5fc4-9f2d-cb65228cfb67,,11/7/2019
R,3,2,2,2,common,goblin warrior,7422f1d4-3a26-5fb3-bd80-7b791775da52,intimidate,11/7/2019
R,2,1,3,1,common,beast,f4fea06a-5c36-5fd5-8bfb-901b4a07368b,,11/7/2019
R,1,1,1,2,uncommon,human monk,b567684b-56ed-58c1-bee2-1ea0523e4902,haste prowess,11/7/2019
R,2,1,1,3,common,jackal warrior,4dfea71c-4f5e-51dc-b76b-ce557df00462,prowess,11/7/2019
R,2,1,1,1,uncommon,human berserker,86f20f53-7228-5a3d-af4b-5e4345411976,bloodthirst2 menace,11/7/2019
R,4,2,4,3,common,yeti,abbf4fd6-6777-5e40-a5e8-72d2f2560b0f,,11/7/2019
R,4,1,3,3,common,human artificer,1859b2ea-b08e-519b-9bde-6e624bdf8f46,improvise menace,11/7/2019
R,6,2,4,4,uncommon,dragon,87a14e0f-9422-55bc-9f1e-9b0d1314b22b,flying haste,11/7/2019
R,5,1,4,5,common,giant,ffe519e6-d79f-54b3-ab30-d4f781053474,menace,11/7/2019
G,3,1,4,2,common,bear,7b104376-fa28-5636-968e-751adaeeb715,,11/7/2019
G,8,2,9,9,common,dinosaur,bb629316-6224-5f45-924a-9cb7616e451a,,11/7/2019
G,2,1,2,2,common,bear,b15c04a5-ab06-596e-86b3-2d265edd1779,,11/7/2019
G,5,1,4,4,common,jackal archer,e6200625-43a3-5542-b039-42b7ba23bd4b,vigilance reach,11/7/2019
G,4,2,5,5,common,beast,4625362f-e111-5049-84ea-463f7cf40586,shroud fading3,11/7/2019
G,4,1,4,3,common,wurm,bbe48d21-0a1a-5cc0-a6fa-6563d34a944a,,11/7/2019
G,2,1,1,3,common,spider,86732f49-73c8-5a3a-bdfe-dc69cf8d1f6e,reach,11/7/2019
G,3,1,3,3,common,centaur warrior,b7c2e983-33cf-5e12-85eb-f984f5fff027,,11/7/2019
G,6,2,6,6,common,dinosaur,44f7994a-e029-516b-b8a5-766a9b6bd5e6,trample,11/7/2019
G,4,1,5,1,common,elemental,66a68e87-c912-5e61-bd9a-a5e5d3822491,hexproof,11/7/2019
G,3,1,2,2,common,basilisk,2b93731b-888a-534d-8ea1-2df8fb5dcb52,deathtouch,11/7/2019
G,2,2,2,3,common,elf warrior,15ce106a-8fde-5848-99b3-21eceb764be0,,11/7/2019
G,5,1,5,4,common,beast,07eb39fc-b12b-589d-8bea-8500d95bf2b0,,11/7/2019
G,4,2,4,4,common,cat beast,e6fb1ca1-a105-51c6-822a-3b3d82c47b81,,11/7/2019
G,4,1,2,4,common,spider,5bdbefed-f481-5104-8525-9069fc43438d,reach,11/7/2019
G,5,2,3,5,common,basilisk,8ce43f4e-cb28-5d0d-b74b-a99487e1ed05,deathtouch,11/7/2019
G,2,1,2,2,common,elf scout,f098dc21-9ba0-5ceb-a866-ce0ebafff549,vigilance,11/7/2019
G,6,1,4,4,common,ape,5beba66d-fb76-52c5-ab9f-afc7aa409331,delve trample,11/7/2019
G,7,2,5,7,common,treefolk warrior,905effa4-9530-560e-9ea6-6f950d63541f,vigilance trample,11/7/2019
G,4,2,3,3,common,elf artificer,df34cba9-4418-56b7-b44a-fb23341cfe19,trample fabricate1,11/7/2019
G,3,1,3,2,common,cat,3b5a282c-3628-5faa-97b6-b65dd612766d,flash,11/7/2019
G,5,1,4,4,common,rhino soldier,722d851e-f159-55b2-9eb8-c72ba1fc68cf,trample renown2,11/7/2019
G,2,1,2,2,common,bear,a1897630-7c86-5d9e-9a9c-6b8e153bf47c,,11/7/2019
G,7,2,5,5,common,wurm,5227b55e-397f-52d0-a420-4ac39940d117,convoke trample,11/7/2019
G,5,1,5,4,common,elf warrior ally,fccb7250-5d4e-589e-9bdf-ef63de635e9e,vigilance trample,11/7/2019
G,2,1,3,2,common,elemental,c931233a-568b-506e-bf3d-48d38092d4d8,,11/7/2019
G,5,1,4,5,common,wolf,de5b837e-42c7-56e2-b91f-b2a058f39f25,,11/7/2019
G,2,1,2,1,common,elf archer,0d062b5d-51d8-58e6-a44a-8f600d7df788,reach deathtouch,11/7/2019
G,6,1,5,6,common,wurm,7f23adf4-1be4-517d-a56b-d8297be6aec5,,11/7/2019
G;R,4,2,3,2,uncommon,elf berserker,4b9a49b0-d14e-54ea-a6a8-51e1b08e67f3,haste cascade,11/7/2019
G;W,3,2,2,3,uncommon,human knight,da9c2988-3abb-5597-a2a4-4d8b5c758063,vigilance renown2,11/7/2019
U;W,2,2,1,3,uncommon,human knight artifact,9f110421-8cc2-5ad7-9824-7ee93034b03a,exalted,11/7/2019
B;G;R;U;W,5,5,8,8,uncommon,elemental,f7177fb8-2a7e-51d6-bd31-af53d403fde9,,11/7/2019
B;R,2,2,3,1,common,goblin warrior,b39f00ac-5a59-520f-b23d-64662c810c43,trample,11/7/2019
R;W,4,2,5,2,common,giant soldier,acde637f-ffdf-5c7f-840b-a3229ad04a0a,mentor,11/7/2019
R;W,4,2,3,3,uncommon,insect,1a15f2ea-d5fb-5242-97a2-d5fb018056f3,flying trample,11/7/2019
R;W,3,2,2,2,uncommon,human soldier,f569c257-e578-50b2-91a3-51cf9594a854,doublestrike,11/7/2019
G;U;W,3,3,3,4,uncommon,rhino monk,1b07c958-15dc-5d39-abf2-e7ae94c4636d,lifelink,11/7/2019
G;W,5,2,4,4,common,centaur soldier,6d65c72e-6cc5-5645-998c-66861dd45516,convoke vigilance,11/7/2019
G;U,3,2,2,2,uncommon,human rogue artifact,9b7009ff-4778-5ee6-9e55-a1c3e031ea61,cascade,11/7/2019
B;W,2,2,2,1,common,vampire,39d555d2-42bf-5db0-b300-ded7f952e47b,lifelink extort,11/7/2019
B;U;W,4,3,4,4,uncommon,gargoyle artifact,cfdb8d09-9d4d-57fc-8fae-e81b313fbbf2,flying,11/7/2019
G;R;W,3,3,5,4,uncommon,beast,f42c7171-4444-5e24-80bc-8a95fe809ba8,,11/7/2019
X,3,0,0,6,common,golem artifact,2622f97d-a626-54cd-8c23-f0b421182125,defender,11/7/2019
X,7,0,5,7,common,golem artifact,c9068c2b-01d6-5fb8-9a0e-638eae3c55ad,,11/7/2019
X,0,0,0,2,common,thopter artifact,949307e0-39c9-5c4f-a3b1-384fc27ea5d7,flying,11/7/2019
X,1,0,1,1,common,shapeshifter artifact,f4f68bd3-cd3d-5222-b9c6-cfd1d8c4788c,changeling,11/7/2019
W,2,1,3,1,uncommon,human knight,c6e259b6-498f-5d1e-81d5-a67e9e2a075b,battlecry,2/4/2011
W,2,2,2,2,common,cat knight,465d569f-1b9e-5b12-9baf-543aff89f749,flying,2/4/2011
W,5,1,3,4,common,elephant soldier,858ed157-109c-5c38-8d1f-06c441c26512,battlecry,2/4/2011
W,3,1,1,4,common,cleric,a88e514b-7413-58bd-8b86-d90944f1cbd9,vigilance infect,2/4/2011
W,4,1,2,1,common,bird,a7f3aaad-9f80-58d1-87a1-1619b627271d,flying infect,2/4/2011
B,2,1,1,1,common,gremlin,83379d1f-299d-5a0e-9331-ac3cda192497,infect lifelink,2/4/2011
B,5,1,3,3,common,zombie,5f3072f2-2f43-57b3-8975-44a1cd5c1ffc,infect,2/4/2011
R,2,2,2,2,uncommon,goblin warrior,f3b72539-aa3e-54c4-ac72-3a5d063bd965,battlecry,2/4/2011
R,3,2,2,3,common,human rogue,e7536336-92cb-5d6b-a686-bd1a4191b426,forestwalk,2/4/2011
R,4,2,4,3,common,ogre,47a95386-5d6d-5420-b01a-2a65b85294a0,,2/4/2011
G,4,1,2,4,common,spider,a41d050d-c7f3-5583-91ec-2d638e980d65,reach infect,2/4/2011
G,3,2,2,3,common,horror,9e9d599d-8b14-5187-9249-2afef50e3ed6,mountainwalk,2/4/2011
G,7,3,8,8,uncommon,wurm,ba6fab91-413f-5d9a-b6fe-37da6042f8ab,,2/4/2011
G,4,2,3,4,common,insect,b800e27b-6886-5590-a7f2-2bf9cf0d7005,trample,2/4/2011
X,7,0,5,7,common,golem artifact,13280ead-e2b3-5621-8736-35865b2e8b27,,2/4/2011
X,6,0,4,4,uncommon,gargoyle artifact,b178fa6e-3f1c-539c-92d2-b1672c21fbd5,flying,2/4/2011
X,3,0,2,1,common,construct artifact,5de1a2fd-de8a-5c82-a417-fb6c8b40e6e1,infect,2/4/2011
G,4,1,3,2,rare,cat,bcf299d6-11c9-53a3-afc4-fa2e7f44ae15,flash,11/1/1996
W,2,1,3,1,common,shapeshifter,083e0561-f36a-5b98-b427-1fdc6d1f0ee2,changeling,6/14/2019
W,1,1,1,1,common,angel,9050ec4e-4f7a-507e-b2a4-fc2fa620c80f,flying vigilance,6/14/2019
B,6,2,3,3,uncommon,demon,80fee7ef-d6a9-5970-a7db-3d243e75b968,convoke flying devour2,6/14/2019
B,2,1,0,3,common,slug horror,47a3ac67-cc2e-55f7-9601-409805189720,menace evolve,6/14/2019
B,2,1,2,2,common,zombie goblin,42a0ce6e-53dc-5acb-86b7-4f134d2046f3,persist,6/14/2019
B,3,1,1,3,common,shapeshifter,f3dddb73-8f41-5026-af95-4119337ae836,changeling deathtouch,6/14/2019
R,1,1,0,1,common,goblin warrior,68ef70e2-d4dd-593d-b03b-6c50e542f422,haste exalted,6/14/2019
X,1,1,2,2,uncommon,golem snow artifact,47ca1d09-fd28-5e01-bfb2-05aa0f161e77,,6/14/2019
X,1,0,1,1,common,shapeshifter artifact,c5196bfa-540e-5cc4-8206-1355f80ce47b,changeling,6/14/2019
W,4,1,2,2,common,griffin,8d576f77-1cf4-5b7f-8ecc-ae69d9d88efc,flying firststrike,10/8/1996
W,3,1,1,4,common,human scout,ed83d5ce-1aaa-5eba-944a-198fd9bc0cab,,10/8/1996
W,5,1,3,3,uncommon,elephant,c805d06e-1707-5746-a4cd-19489b562106,trample,10/8/1996
W,1,1,1,1,common,human scout,dc0679c5-bdc8-59a9-9df7-fcee5cf7f82d,flanking,10/8/1996
W,4,1,2,2,common,elephant,9060d72b-3c76-5e15-a8d2-8028026a6fb9,trample banding,10/8/1996
W,4,1,2,2,common,griffin,7d2781a8-3f77-5d21-aca0-16e3d5e82824,flying banding,10/8/1996
U,2,1,1,1,common,bird,94ee710a-b1c5-5ff0-845b-05fb9d632ba0,flying vigilance,10/8/1996
U,2,1,2,3,common,merfolk soldier,cc40bfe6-d8d1-5a8a-bd86-fe36aad43653,islandwalk phasing,10/8/1996
U,5,1,6,5,common,crocodile,a2b59e0a-5179-5d02-9648-1253776e3e91,phasing,10/8/1996
U,3,1,3,2,common,drake,38e1cc38-9fcb-5984-9e36-e921378625ac,flying phasing,10/8/1996
B,3,1,2,1,common,nightstalker,aca595c5-6dc5-520f-ac82-e61400ec4cbd,flying,10/8/1996
R,3,1,5,2,common,wall,b0f796e2-d75e-564c-8a0b-40bec45ec567,defender,10/8/1996
R,4,2,3,3,common,minotaur berserker,60888647-3b5c-5d41-a60a-1073c7dcd15f,haste,10/8/1996
R,4,1,4,2,common,viashino warrior,8ed6762f-95ef-56bb-95d2-ce86be8bd384,,10/8/1996
R,6,2,4,4,rare,dragon,a32af02c-1d2f-59d6-a41d-363569b4d349,flying haste,10/8/1996
G,8,2,8,4,common,rhino,14180949-64d4-5f7c-bde1-684999418b73,trample,10/8/1996
G,4,1,2,4,common,insect,c5974b3c-61a8-5c15-a045-8fff4f53701c,reach,10/8/1996
G,3,2,2,2,common,centaur archer,763b5b9d-6551-5845-a9dd-25d67ab02167,shroud flanking,10/8/1996
